key,raw_spend,rpc_spend,delta_spend,raw_impressions,rpc_impressions,delta_impressions,raw_reach,rpc_reach,delta_reach,raw_clicks,rpc_clicks,delta_clicks,raw_leads,rpc_leads,delta_leads,raw_bookings,rpc_bookings,delta_bookings,raw_conversions,rpc_conversions,delta_conversions,raw_website_bookings,rpc_website_bookings,delta_website_bookings,raw_messaging_contacts,rpc_messaging_contacts,delta_messaging_contacts,raw_new_messaging_contacts,rpc_new_messaging_contacts,delta_new_messaging_contacts,raw_primary_results,rpc_primary_results,delta_primary_results,raw_secondary_results,rpc_secondary_results,delta_secondary_results,raw_ctr,rpc_ctr,delta_ctr,raw_cpm,rpc_cpm,delta_cpm,raw_cpc,rpc_cpc,delta_cpc,raw_cpl,rpc_cpl,delta_cpl,raw_frequency,rpc_frequency,delta_frequency,raw_source_rows,rpc_source_rows,delta_source_rows
campaign=120215314023290650,209.04,209.04,0,13554,13554,0,10962,10962,0,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,2,0,2,2,0,1.77,1.77,0,15.42,15.42,0,0.87,0.87,0,,,,1.24,1.24,0,28,28,0
campaign=120217206479700650,1774.28,1774.28,0,341917,341917,0,286363,286363,0,12180,12180,0,23,23,0,0,0,0,44,44,0,0,0,0,575,575,0,408,408,0,575,575,0,408,408,0,3.56,3.56,0,5.19,5.19,0,0.15,0.15,0,77.14,77.14,0,1.19,1.19,0,880,880,0
campaign=120217692395230650,207.94,207.94,0,12335,12335,0,9535,9535,0,632,632,0,4,4,0,0,0,0,8,8,0,0,0,0,26,26,0,4,4,0,26,26,0,4,4,0,5.12,5.12,0,16.86,16.86,0,0.33,0.33,0,51.99,51.99,0,1.29,1.29,0,130,130,0
campaign=120218080227600650,52.66,52.66,0,6774,6774,0,5220,5220,0,206,206,0,3,3,0,0,0,0,6,6,0,0,0,0,2,2,0,2,2,0,2,2,0,2,2,0,3.04,3.04,0,7.77,7.77,0,0.26,0.26,0,17.55,17.55,0,1.3,1.3,0,4,4,0
campaign=120218233921580650,301.25,301.25,0,5685,5685,0,4873,4873,0,209,209,0,5,5,0,0,0,0,10,10,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,3.68,3.68,0,52.99,52.99,0,1.44,1.44,0,60.25,60.25,0,1.17,1.17,0,49,49,0
campaign=120218264716310650,5543.33,5543.33,0,402668,402668,0,337166,337166,0,18171,18171,0,59,59,0,0,0,0,109,109,0,0,0,0,852,852,0,342,342,0,852,852,0,342,342,0,4.51,4.51,0,13.77,13.77,0,0.31,0.31,0,93.95,93.95,0,1.19,1.19,0,1117,1117,0
campaign=120218566184110650,54.57,54.57,0,3767,3767,0,3174,3174,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.4,3.4,0,14.49,14.49,0,0.43,0.43,0,,,,1.19,1.19,0,8,8,0
campaign=120218566328810650,104.67,104.67,0,6852,6852,0,5499,5499,0,193,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,2.82,0,15.28,15.28,0,0.54,0.54,0,,,,1.25,1.25,0,10,10,0
campaign=120219028785200650,195.76,195.76,0,11895,11895,0,10127,10127,0,494,494,0,1,1,0,3,3,0,2,2,0,3,3,0,3,3,0,0,0,0,3,3,0,0,0,0,4.15,4.15,0,16.46,16.46,0,0.4,0.4,0,195.76,195.76,0,1.17,1.17,0,35,35,0
campaign=120219094749400650,2852.61,2852.61,0,223601,223601,0,190271,190271,0,8756,8756,0,22,22,0,0,0,0,42,42,0,0,0,0,394,394,0,173,173,0,394,394,0,173,173,0,3.92,3.92,0,12.76,12.76,0,0.33,0.33,0,129.66,129.66,0,1.18,1.18,0,775,775,0
campaign=120219839266400650,240.9,240.9,0,8793,8793,0,7653,7653,0,391,391,0,0,0,0,47,47,0,0,0,0,47,47,0,2,2,0,0,0,0,47,47,0,0,0,0,4.45,4.45,0,27.4,27.4,0,0.62,0.62,0,,,,1.15,1.15,0,48,48,0
campaign=120221639219510650,2416.17,2416.17,0,162009,162009,0,139082,139082,0,7407,7407,0,19,19,0,0,0,0,35,35,0,0,0,0,396,396,0,261,261,0,396,396,0,261,261,0,4.57,4.57,0,14.91,14.91,0,0.33,0.33,0,127.17,127.17,0,1.16,1.16,0,951,951,0
campaign=120221663115820650,4813.05,4813.05,0,1489291,1489291,0,1264500,1264500,0,63354,63354,0,115,115,0,0,0,0,212,212,0,0,0,0,3812,3812,0,2752,2752,0,3812,3812,0,2752,2752,0,4.25,4.25,0,3.23,3.23,0,0.08,0.08,0,41.85,41.85,0,1.18,1.18,0,782,782,0
campaign=120223122436650650,176.46,176.46,0,7930,7930,0,6867,6867,0,318,318,0,0,0,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,2,2,0,0,0,0,4.01,4.01,0,22.25,22.25,0,0.55,0.55,0,,,,1.15,1.15,0,41,41,0
campaign=120223345214710650,410.85,410.85,0,19270,19270,0,17971,17971,0,887,887,0,4,4,0,0,0,0,7,7,0,0,0,0,39,39,0,33,33,0,39,39,0,33,33,0,4.6,4.6,0,21.32,21.32,0,0.46,0.46,0,102.71,102.71,0,1.07,1.07,0,50,50,0
campaign=120223841997770650,72.5,72.5,0,3354,3354,0,2840,2840,0,112,112,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.34,3.34,0,21.62,21.62,0,0.65,0.65,0,,,,1.18,1.18,0,8,8,0
campaign=120224476644770650,2196.61,2196.61,0,446161,446161,0,374423,374423,0,14792,14792,0,27,27,0,0,0,0,55,55,0,0,0,0,1201,1201,0,904,904,0,1201,1201,0,904,904,0,3.32,3.32,0,4.92,4.92,0,0.15,0.15,0,81.36,81.36,0,1.19,1.19,0,505,505,0
campaign=120224482267370650,5.36,5.36,0,1275,1275,0,1190,1190,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.1,1.1,0,4.2,4.2,0,0.38,0.38,0,,,,1.07,1.07,0,3,3,0
campaign=120224588989660650,4233.67,4233.67,0,265131,265131,0,219248,219248,0,12535,12535,0,23,23,0,0,0,0,44,44,0,0,0,0,739,739,0,485,485,0,739,739,0,485,485,0,4.73,4.73,0,15.97,15.97,0,0.34,0.34,0,184.07,184.07,0,1.21,1.21,0,778,778,0
campaign=120224687433990650,52.51,52.51,0,2821,2821,0,2335,2335,0,95,95,0,1,1,0,2,2,0,2,2,0,2,2,0,1,1,0,0,0,0,2,2,0,0,0,0,3.37,3.37,0,18.61,18.61,0,0.55,0.55,0,52.51,52.51,0,1.21,1.21,0,24,24,0
campaign=120224830664600650,105.09,105.09,0,6315,6315,0,5217,5217,0,281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,2,2,0,9,9,0,2,2,0,4.45,4.45,0,16.64,16.64,0,0.37,0.37,0,,,,1.21,1.21,0,82,82,0
campaign=120224831911870650,3183.73,3183.73,0,275838,275838,0,227069,227069,0,13839,13839,0,247,247,0,0,0,0,521,521,0,0,0,0,1200,1200,0,887,887,0,1200,1200,0,887,887,0,5.02,5.02,0,11.54,11.54,0,0.23,0.23,0,12.89,12.89,0,1.21,1.21,0,903,903,0
campaign=120224924034470650,50.5,50.5,0,2483,2483,0,1681,1681,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2.17,2.17,0,20.34,20.34,0,0.94,0.94,0,,,,1.48,1.48,0,28,28,0
campaign=120225068628280650,34.7,34.7,0,2088,2088,0,1411,1411,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3.3,3.3,0,16.62,16.62,0,0.5,0.5,0,,,,1.48,1.48,0,13,13,0
campaign=120225147300980650,361.33,361.33,0,20157,20157,0,16747,16747,0,549,549,0,2,2,0,0,0,0,3,3,0,0,0,0,16,16,0,11,11,0,0,0,0,0,0,0,2.72,2.72,0,17.93,17.93,0,0.66,0.66,0,180.67,180.67,0,1.2,1.2,0,40,40,0
campaign=120225149229290650,1599.14,1599.14,0,237243,237243,0,206134,206134,0,9717,9717,0,26,26,0,0,0,0,56,56,0,0,0,0,747,747,0,575,575,0,747,747,0,575,575,0,4.1,4.1,0,6.74,6.74,0,0.16,0.16,0,61.51,61.51,0,1.15,1.15,0,366,366,0
campaign=120225368683330650,34.8,34.8,0,3492,3492,0,2798,2798,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1.49,1.49,0,9.97,9.97,0,0.67,0.67,0,,,,1.25,1.25,0,15,15,0
campaign=120225609215440650,19,19,0,1691,1691,0,1548,1548,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,3.08,0,11.24,11.24,0,0.37,0.37,0,,,,1.09,1.09,0,18,18,0
campaign=120225813792250650,133.15,133.15,0,9313,9313,0,6802,6802,0,175,175,0,1,1,0,0,0,0,1,1,0,0,0,0,4,4,0,4,4,0,4,4,0,0,0,0,1.88,1.88,0,14.3,14.3,0,0.76,0.76,0,133.15,133.15,0,1.37,1.37,0,16,16,0
campaign=120225862197980650,2943.93,2943.93,0,109950,109950,0,89316,89316,0,3284,3284,0,8,8,0,192,192,0,14,14,0,192,192,0,58,58,0,24,24,0,192,192,0,0,0,0,2.99,2.99,0,26.78,26.78,0,0.9,0.9,0,367.99,367.99,0,1.23,1.23,0,520,520,0
campaign=120226115949280650,4254.72,4254.72,0,347487,347487,0,283214,283214,0,13495,13495,0,45,45,0,0,0,0,88,88,0,0,0,0,670,670,0,278,278,0,670,670,0,278,278,0,3.88,3.88,0,12.24,12.24,0,0.32,0.32,0,94.55,94.55,0,1.23,1.23,0,849,849,0
campaign=120226172687640650,771.4,771.4,0,71450,71450,0,63810,63810,0,3003,3003,0,5,5,0,0,0,0,8,8,0,0,0,0,350,350,0,315,315,0,350,350,0,315,315,0,4.2,4.2,0,10.8,10.8,0,0.26,0.26,0,154.28,154.28,0,1.12,1.12,0,207,207,0
campaign=120226807923840650,203.09,203.09,0,5796,5796,0,4669,4669,0,143,143,0,0,0,0,11,11,0,0,0,0,11,11,0,3,3,0,2,2,0,11,11,0,0,0,0,2.47,2.47,0,35.04,35.04,0,1.42,1.42,0,,,,1.24,1.24,0,34,34,0
campaign=120227099333550650,41.97,41.97,0,1332,1332,0,1195,1195,0,38,38,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.85,2.85,0,31.51,31.51,0,1.1,1.1,0,,,,1.11,1.11,0,20,20,0
campaign=120227103779170650,60.45,60.45,0,2639,2639,0,2209,2209,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3.22,3.22,0,22.91,22.91,0,0.71,0.71,0,,,,1.19,1.19,0,10,10,0
campaign=120227242817280650,2289.42,2289.42,0,153259,153259,0,114520,114520,0,4529,4529,0,9,9,0,0,0,0,19,19,0,0,0,0,252,252,0,190,190,0,252,252,0,0,0,0,2.96,2.96,0,14.94,14.94,0,0.51,0.51,0,254.38,254.38,0,1.34,1.34,0,531,531,0
campaign=120228013146220650,3176.31,3176.31,0,240809,240809,0,206088,206088,0,10572,10572,0,46,46,0,0,0,0,91,91,0,0,0,0,798,798,0,383,383,0,798,798,0,383,383,0,4.39,4.39,0,13.19,13.19,0,0.3,0.3,0,69.05,69.05,0,1.17,1.17,0,891,891,0
campaign=120228016965700650,2292.93,2292.93,0,575012,575012,0,484602,484602,0,31917,31917,0,70,70,0,0,0,0,135,135,0,0,0,0,2397,2397,0,1474,1474,0,2397,2397,0,1474,1474,0,5.55,5.55,0,3.99,3.99,0,0.07,0.07,0,32.76,32.76,0,1.19,1.19,0,964,964,0
campaign=120229586367560650,282.47,282.47,0,17070,17070,0,14492,14492,0,920,920,0,2,2,0,0,0,0,4,4,0,0,0,0,64,64,0,35,35,0,64,64,0,35,35,0,5.39,5.39,0,16.55,16.55,0,0.31,0.31,0,141.24,141.24,0,1.18,1.18,0,147,147,0
campaign=120230681154110650,195.04,195.04,0,13654,13654,0,9278,9278,0,248,248,0,0,0,0,8,8,0,0,0,0,8,8,0,2,2,0,0,0,0,8,8,0,0,0,0,1.82,1.82,0,14.28,14.28,0,0.79,0.79,0,,,,1.47,1.47,0,55,55,0
campaign=120230827569590650,77.6,77.6,0,8774,8774,0,8452,8452,0,314,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58,3.58,0,8.84,8.84,0,0.25,0.25,0,,,,1.04,1.04,0,18,18,0
campaign=120231026281130650,1205.27,1205.27,0,120006,120006,0,115544,115544,0,3829,3829,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,3.19,3.19,0,10.04,10.04,0,0.31,0.31,0,,,,1.04,1.04,0,384,384,0
campaign=120231432687100650,513.35,513.35,0,36243,36243,0,31149,31149,0,1155,1155,0,86,86,0,0,0,0,147,147,0,0,0,0,71,71,0,47,47,0,71,71,0,47,47,0,3.19,3.19,0,14.16,14.16,0,0.44,0.44,0,5.97,5.97,0,1.16,1.16,0,117,117,0
campaign=120231510184580650,1101.15,1101.15,0,43828,43828,0,39781,39781,0,1183,1183,0,0,0,0,112,112,0,0,0,0,112,112,0,10,10,0,7,7,0,112,112,0,0,0,0,2.7,2.7,0,25.12,25.12,0,0.93,0.93,0,,,,1.1,1.1,0,197,197,0
campaign=120231621251030650,49.44,49.44,0,2720,2720,0,2103,2103,0,65,65,0,2,2,0,0,0,0,5,5,0,0,0,0,3,3,0,1,1,0,3,3,0,1,1,0,2.39,2.39,0,18.18,18.18,0,0.76,0.76,0,24.72,24.72,0,1.29,1.29,0,7,7,0
campaign=120232698843800650,48.43,48.43,0,4617,4617,0,4386,4386,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,2.21,0,10.49,10.49,0,0.47,0.47,0,,,,1.05,1.05,0,13,13,0
campaign=120232805306310650,342.84,342.84,0,21660,21660,0,16484,16484,0,881,881,0,3,3,0,0,0,0,6,6,0,0,0,0,36,36,0,13,13,0,36,36,0,13,13,0,4.07,4.07,0,15.83,15.83,0,0.39,0.39,0,114.28,114.28,0,1.31,1.31,0,153,153,0
campaign=120233678164080650,1465.22,1465.22,0,51152,51152,0,41707,41707,0,1869,1869,0,1,1,0,83,83,0,2,2,0,83,83,0,22,22,0,8,8,0,83,83,0,0,0,0,3.65,3.65,0,28.64,28.64,0,0.78,0.78,0,1465.22,1465.22,0,1.23,1.23,0,254,254,0
campaign=120234428430490650,257.86,257.86,0,10736,10736,0,10068,10068,0,266,266,0,0,0,0,18,18,0,0,0,0,18,18,0,0,0,0,0,0,0,18,18,0,0,0,0,2.48,2.48,0,24.02,24.02,0,0.97,0.97,0,,,,1.07,1.07,0,45,45,0
campaign=120234637508520650,77.16,77.16,0,4825,4825,0,3696,3696,0,159,159,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,0,3,3,0,1,1,0,3.3,3.3,0,15.99,15.99,0,0.49,0.49,0,,,,1.31,1.31,0,43,43,0
campaign=120234691669940650,4577.87,4577.87,0,151540,151540,0,129388,129388,0,4391,4391,0,3,3,0,151,151,0,6,6,0,151,151,0,38,38,0,14,14,0,151,151,0,0,0,0,2.9,2.9,0,30.21,30.21,0,1.04,1.04,0,1525.96,1525.96,0,1.17,1.17,0,272,272,0
campaign=120237449042250650,187.94,187.94,0,24257,24257,0,18628,18628,0,1232,1232,0,6,6,0,0,0,0,12,12,0,0,0,0,34,34,0,28,28,0,34,34,0,0,0,0,5.08,5.08,0,7.75,7.75,0,0.15,0.15,0,31.32,31.32,0,1.3,1.3,0,65,65,0
